ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,min_age,max_age,avg_age,price_per_piece
5-12,19.99,35.0,249.0,4.6,Order a pizza to go!,60150.0,"Make and serve some pizza for your customers with the LEGO® City Pizza Van, featuring a van with opening sides and kitchen space in the back, a scooter and a buildable table with parasol. Includes two minifigures.
Includes two minifigures: a pizza van chef and a customer.
Features a Pizza Van, scooter and a buildable table with parasol.
Pizza Van features opening sides and a kitchen area for the chef to serve pizza.
Scooter features space behind the seat for a pizza box.
Set up the table with parasol.
Raise either side of the Pizza Van to open for business.
Serve the customer a full pizza, a slice or some french fries.
Accessory elements include a pizza box, full pizza, pizza slice and french fries.
This set offers an age-appropriate build and play experience for ages 5-12.
Pizza Van measures over 3” (8cm) high, 5” (14cm) long and 1” (5cm) wide.
Scooter measures over 1” (3cm) high, 1” (5cm) long and under 1” (2cm) wide.
Table with parasol measures over 2” (6cm) high, 1” (4cm) wide and 1” (4cm) deep.",2,Pizza Van,4.9,City,4.8,US,5.0,12.0,8.5,0.08028112449799196
5-12,19.99,89.0,24.0,2.9,Get killer curves in your tracks!,7499.0,"Add flexible train tracks to your locomotive system to connect and move around obstacles and awkward shapes! Extend your rails to make your engines go places they never have before! Includes 8 straight tracks and 16 flexible tracks.
Includes 8 straight tracks and 16 flexible tracks
Note: Tracks do not conduct electricity and therefore are not compatible with LEGO® 9v trains",2,Flexible and Straight Tracks,2.5,City,2.2,US,5.0,12.0,8.5,0.8329166666666666
5-12,19.99,12.0,239.0,4.7,Gear up for the big race!,60148.0,"Get ready to race with the LEGO® City ATV Race Team. This set features two ATVs, a pickup truck, trailer hitch, pickup bed with adjustable ramp and a detachable trailer with adjustable ramp, plus helmets, fuel barrel and a spare tire. Includes two minifigures.
Includes two ATV rider minifigures.
Features a pickup truck, trailer and two ATVs.
Pickup truck features a pickup bed with room for an ATV, trailer hitch and a ramp.
Trailer features space up front for an extra wheel and ramp.
Load up the ATVs on the truck and trailer.
Detach the trailer from the pickup truck and unload the ATVs.
Use the wrench and fuel barrel to prep the ATVs.
Accessory elements include a wrench, fuel barrel and a spare tire.
This set offers an age-appropriate build and play experience for ages 5-12.
Pickup truck measures over 2” (7cm) high, 5” (15cm) long and 2” (6cm) wide.
Trailer measures over 1” (3cm) high, 5” (14cm) long and 2” (6cm) wide.
ATVs each measure over 1” (3cm) high, 1” (5cm) long and 1” (4cm) wide.",2,ATV Race Team,4.8,City,4.6,US,5.0,12.0,8.5,0.08364016736401673
5-12,19.99,6.0,190.0,4.2,Transport the mountain snowboarder to the hospital!,60179.0,"Join the LEGO® City rescue team and fly the Ambulance Helicopter! This fun toy features spinning rotors, hatch on the back, landing gear and room for a stretcher inside, plus snowboard and radio elements, and 3 minifigures.
Includes 3 minifigures: a pilot, doctor and a snowboarder.
Features a red and yellow Ambulance Helicopter with spinning rotors, landing gear, hatch on the back and room for a stretcher inside.
Spin the rotor to launch the helicopter.
Open the hatch to fit the stretcher inside the back.
Accessory elements include a snowboard, stretcher and a radio.
This fun toy is suitable for ages 5-12.
Helicopter measures over 3” (10cm) high, 11” (29cm) long and 3” (9cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Ambulance Helicopter,3.8,City,4.7,US,5.0,12.0,8.5,0.10521052631578946
5-12,19.99,7.0,174.0,4.3,Load the freshly cut logs with the awesome Forest Tractor!,60181.0,"Work in nature with the LEGO® City Forest Tractor, featuring a moving arm with opening claw and massive wheels, plus a small log stand, 2 chains, 2 buildable logs, small pine tree, chainsaw and a shovel. This cool toy for kids includes a minifigure.
Includes a forest worker minifigure.
Features a Forest Tractor with massive wheels and arm with an opening claw, 2 chains, plus a small buildable log stand.
Pick up the logs with the tractor claw to move them around.
Cut the logs to the right length in the stand with the chainsaw.
Accessory elements include a chainsaw, shovel, small pine tree and 2 buildable logs.
This cool toy for kids is suitable for ages 5-12.
Forest Tractor measures over 3” (10cm) high, 7” (19cm) long and 3” (9cm) wide.
Log stand measures over 1” (4cm) wide and under 1” (2cm) high and 1” (2cm) deep.
Logs each measure over 1” (6cm) long and under 1” (2cm) high and 1” (1cm) deep.
Pine tree measures over 1” (4cm) high and under 1” (2cm) wide and 1” (2cm) deep.
As seen in the LEGO® City Vehicles TV commercial.",2,Forest Tractor,4.4,City,4.2,US,5.0,12.0,8.5,0.11488505747126436
5-12,19.99,8.0,144.0,4.4,Catch the crook before he tows the safe away!,60137.0,"Be part of the action with the LEGO® City police as they race after the crook trying to tow away a safe. This set includes a tow truck with winch arm and hook, police off-road bike and a police pursuit bike with radio, plus a safe with a large opening door and smaller compartment inside, money bills, jewel and other accessory elements. Includes three minifigures.
Build a tow truck with a stolen safe, and two police bikes to chase it down!
Tow truck has a movable tow arm, hook, and chain to tow the safe
Includes male and female police officers and a crook minifigure, plus gear and accessories
LEGO City building toys are compatible with all LEGO construction sets for creative building
Tow truck is over 2” high, 4” long, and 1” wide. Safe is over 2” high, 1” wide, and 1” deep. Off-road bike is over 1” high, 2” long, and 1” wide. Pursuit bike is over 1” high, 2” long, and 1” wide
144 pieces – For boys and girls between the ages of 5 and 12 years old",2,Tow Truck Trouble,4.3,City,4.0,US,5.0,12.0,8.5,0.13881944444444444
5-12,19.99,1.0,126.0,5.0,Speed after the crook on an exciting river chase!,60176.0,"Pick up your badge and join the LEGO® City Mountain Police officers as they stop a Wild River Escape! This popular kids toy features a police speedboat with big outboard engine and bubble lights, a raft with big pontoons, a paddle and space for an opening box. Includes 2 minifigures and a skunk figure.
Includes 2 minifigures: a police officer and a crook, plus a skunk figure.
Features a police speedboat with big outboard engine and bubble lights, plus a raft with big pontoons, paddle and an opening box.
Pry the lid of the box open with the crowbar to put the diamonds inside.
Accessory elements include handcuffs, a crowbar and 3 diamond elements.
This popular kids toy is suitable for ages 5-12.
Police speedboat measures over 1” (4cm) high, 5” (15cm) long and 2” (6cm) wide.
Crook's raft measures over 3” (8cm) long, 2” (6cm) wide and under 1” (2cm) high.
As seen in the LEGO® City Police TV commercial.",2,Wild River Escape,5.0,City,4.0,US,5.0,12.0,8.5,0.15865079365079363
5-12,19.99,1.0,127.0,5.0,Break up the rocks and discover the treasure inside!,60185.0,"Grab your hard hat and head out with the LEGO® City Mining Power Splitter to dig for gold! This fun construction toy features a power splitter with functioning jackhammer, raising arm and rotating cab, as well as a rock pile with breakaway elements and space for a golden nugget element. Includes a minifigure and a glow-in-the-dark spider figure.
Includes a miner minifigure and a spider figure.
Features a power splitter vehicle with functioning jackhammer on a raising arm and a rotating cab.
Also includes a rock pile with breakaway elements and space for a golden nugget element and spider.
Spider glows in the dark!
Rotate the cab of the power splitter, raise the jackhammer arm and then push down the jackhammer to break open the rock pile and discover what's inside.
Accessory elements include a pickaxe and a golden nugget element.
This construction toy is suitable for ages 5-12.
Power splitter vehicle measures over 4” (12cm) high, 4” (11cm) long and 2” (6cm) wide.
Rock pile measures over 1” (5cm) high, 1” (5cm) wide and 1” (3cm) deep.",2,Mining Power Splitter,5.0,City,5.0,US,5.0,12.0,8.5,0.1574015748031496
5-12,19.99,3.0,141.0,4.3,Fly in and save the stranded sailor before he floats away!,60164.0,"Be part of the brave crew of the LEGO® City coast guard in the Sea Rescue Plane, featuring spinning propellers, an opening cockpit, lowering back ramp and space for the included rescue water scooter, plus a rescue raft and rescue light. Includes 2 minifigures.
Includes 2 minifigures: a rescue plane pilot and a sailor.
Features a rescue plane with spinning rotors, pontoons, opening minifigure cockpit, back ramp that lowers with space inside the plane for the included 2-minifigure rescue water scooter.
Also includes a rescue raft with space for a minifigure.
Spin the rotors to take off and head out to search for the missing sailor.
Pretend to shine the rescue light from the raft to catch the pilot’s attention in the plane.
Land the plane, open the back hatch and hop on the water scooter to rescue the stranded sailor.
Includes a rescue light accessory element.
Rescue plane measures over 3” (8cm) high, 8” (21cm) long and 9” (24cm) wide.
Rescue raft measures over 1” (3cm) high, 2” (6cm) long and 1” (4cm) wide.
Rescue water scooter measures over 2” (6cm) long, 1” (3cm) wide and under 1” (2cm) high.",2,Sea Rescue Plane,4.3,City,4.7,US,5.0,12.0,8.5,0.14177304964539006
6-12,19.99,5.0,201.0,4.3,Fly into the jungle and explore the hidden temple!,60158.0,"Head deep into the LEGO® City jungle with the Jungle Explorer Helicopter, featuring an opening minifigure cockpit, spinning rotors and working winch, an ATV with space for a minifigure, a treasure box and a temple with moving leaf revealing a gold-colored chalice. Includes 2 minifigures, plus a spider figure.
Includes 2 minifigures: a pilot and an explorer, plus a spider figure.
Features a helicopter with opening minifigure cockpit, spinning rotors and a working winch, plus an ATV with space for a minifigure.
Also includes a temple with moving leaf revealing a gold-colored chalice element.
Hook the helicopter winch to the ATV and fly it into the jungle.
Turn the knob to lower the ATV to the ground.
Push the leaf aside to reveal the golden cup.
Load the cup in the box to haul it back to camp with the helicopter.
Accessory elements include a box and a machete.
Helicopter including rotors measures over 3” (9cm) high, 9” (24cm) long and 7” (18cm) wide.
ATV measures over 1” (4cm) high, 2” (6cm) long and 1” (4cm) wide.
Temple measures over 1” (5cm) high, 1” (3cm) wide and 3” (9cm) deep.",3,Jungle Cargo Helicopter,4.4,City,3.8,US,6.0,12.0,9.0,0.09945273631840795
